date,date,filing_date,currency_symbol,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,commonStock,capitalStock,retainedEarnings,otherLiab,goodWill,otherAssets,cash,cashAndEquivalents,totalCurrentLiabilities,currentDeferredRevenue,netDebt,shortTermDebt,shortLongTermDebt,shortLongTermDebtTotal,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,noncontrollingInterestInConsolidatedEntity,temporaryEquityRedeemableNoncontrollingInterests,accumulatedOtherComprehensiveIncome,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,nonCurrrentAssetsOther,deferredLongTermAssetCharges,nonCurrentAssetsTotal,capitalLeaseObligations,longTermDebtTotal,nonCurrentLiabilitiesOther,nonCurrentLiabilitiesTotal,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurpluse,liabilitiesAndStockholdersEquity,cashAndShortTermInvestments,propertyPlantAndEquipmentGross,propertyPlantAndEquipmentNet,accumulatedDepreciation,netWorkingCapital,netInvestedCapital,commonStockSharesOutstanding
2019-09-30,2019-09-30,2019-10-31,USD,338516000000.00,,,12352000000.00,248028000000.00,90488000000.00,,37720000000.00,45174000000.00,,45898000000.00,50503000000.00,,32978000000.00,48844000000.00,48844000000.00,105718000000.00,5522000000.00,59203000000.00,16240000000.00,16240000000.00,108047000000.00,-584000000.00,37378000000.00,162819000000.00,105341000000.00,90488000000.00,51713000000.00,45804000000.00,91807000000.00,4106000000.00,46236000000.00,,,,-584000000.00,,45174000000.00,,45898000000.00,,,32978000000.00,,175697000000.00,,91807000000.00,50503000000.00,142310000000.00,,,,,338516000000.00,100557000000.00,,37378000000.00,,,,18081492000.00
2019-12-31,2019-12-31,2020-01-29,USD,340618000000.00,,,12026000000.00,251087000000.00,89531000000.00,,36263000000.00,45972000000.00,,43977000000.00,48648000000.00,,33195000000.00,39771000000.00,39771000000.00,102161000000.00,5573000000.00,68521000000.00,15214000000.00,15214000000.00,108292000000.00,-418000000.00,37031000000.00,163231000000.00,99899000000.00,89531000000.00,67391000000.00,39946000000.00,93078000000.00,4097000000.00,45111000000.00,,,,-418000000.00,,45972000000.00,,43977000000.00,,,40457000000.00,,177387000000.00,,93078000000.00,55848000000.00,148926000000.00,,,,,340618000000.00,107162000000.00,,37031000000.00,,,,17818416000.00
2020-03-31,2020-03-31,2020-05-01,USD,320400000000.00,,,15691000000.00,241975000000.00,78425000000.00,,37324000000.00,48032000000.00,,33182000000.00,48745000000.00,,33868000000.00,40174000000.00,40174000000.00,96094000000.00,5928000000.00,69333000000.00,20421000000.00,20421000000.00,109507000000.00,-2789000000.00,35889000000.00,143753000000.00,98793000000.00,78425000000.00,53877000000.00,30677000000.00,89086000000.00,3334000000.00,32421000000.00,,,,-2789000000.00,,48032000000.00,,33182000000.00,,,41965000000.00,,176647000000.00,,89086000000.00,56795000000.00,145881000000.00,,,,,320400000000.00,94051000000.00,,35889000000.00,,47659000000.00,187932000000.00,17618764000.00
2020-06-30,2020-06-30,2020-07-31,USD,317344000000.00,,,10987000000.00,245062000000.00,72282000000.00,,35005000000.00,48696000000.00,,24136000000.00,47606000000.00,,32836000000.00,33383000000.00,33383000000.00,95318000000.00,6313000000.00,79340000000.00,18675000000.00,18675000000.00,112723000000.00,-550000000.00,35687000000.00,140065000000.00,100592000000.00,72282000000.00,59642000000.00,32075000000.00,94048000000.00,3978000000.00,35325000000.00,,,,-550000000.00,,48696000000.00,,24136000000.00,,,41000000000.00,,177279000000.00,,94048000000.00,55696000000.00,149744000000.00,,,,,317344000000.00,93025000000.00,,35687000000.00,,44747000000.00,185005000000.00,17419152000.00
2020-09-30,2020-09-30,2020-10-30,USD,323888000000.00,,,11264000000.00,258549000000.00,65339000000.00,,42684000000.00,50779000000.00,,14966000000.00,46108000000.00,,90482000000.00,38016000000.00,38016000000.00,105392000000.00,6643000000.00,74420000000.00,13769000000.00,13769000000.00,112436000000.00,-406000000.00,36766000000.00,143713000000.00,100887000000.00,65339000000.00,52927000000.00,37445000000.00,98667000000.00,4061000000.00,42296000000.00,,,,-406000000.00,,50779000000.00,,14966000000.00,,,42522000000.00,,180175000000.00,,98667000000.00,26320000000.00,153157000000.00,,,,,323888000000.00,90943000000.00,,36766000000.00,,38321000000.00,177775000000.00,17256521000.00
2020-12-31,2020-12-31,2021-01-28,USD,354054000000.00,,,13687000000.00,287830000000.00,66224000000.00,,48504000000.00,51744000000.00,,14301000000.00,43042000000.00,,43270000000.00,36010000000.00,36010000000.00,132507000000.00,7395000000.00,76033000000.00,12762000000.00,12762000000.00,112043000000.00,179000000.00,37933000000.00,154106000000.00,118745000000.00,66224000000.00,40816000000.00,58620000000.00,99281000000.00,4973000000.00,63846000000.00,,,,179000000.00,,51744000000.00,,14301000000.00,,,43270000000.00,,199948000000.00,,99281000000.00,27872000000.00,155323000000.00,,,,,354054000000.00,76826000000.00,,37933000000.00,,21599000000.00,178267000000.00,17113688000.00
2021-03-31,2021-03-31,2021-04-29,USD,337158000000.00,,,13376000000.00,267980000000.00,69178000000.00,,45660000000.00,54203000000.00,,15261000000.00,39853000000.00,,43339000000.00,38466000000.00,38466000000.00,106385000000.00,7595000000.00,83179000000.00,13003000000.00,13003000000.00,121645000000.00,-286000000.00,37815000000.00,121465000000.00,134539000000.00,69178000000.00,31368000000.00,33036000000.00,108642000000.00,5219000000.00,40127000000.00,,,,-286000000.00,,54203000000.00,,15261000000.00,,,43339000000.00,,215693000000.00,,108642000000.00,27791000000.00,161595000000.00,,,,,337158000000.00,69834000000.00,,37815000000.00,,15080000000.00,190823000000.00,16929157000.00
2021-06-30,2021-06-30,2021-07-28,USD,329840000000.00,,,13641000000.00,265560000000.00,64280000000.00,,43625000000.00,54989000000.00,54989000000.00,9233000000.00,38354000000.00,,44854000000.00,34050000000.00,34050000000.00,107754000000.00,7681000000.00,87741000000.00,16039000000.00,16039000000.00,121791000000.00,58000000.00,38615000000.00,114423000000.00,131948000000.00,64280000000.00,27646000000.00,33908000000.00,105752000000.00,5178000000.00,40409000000.00,,,,58000000.00,,54989000000.00,,9233000000.00,,,44854000000.00,,215417000000.00,,105752000000.00,27131000000.00,157806000000.00,,,,,329840000000.00,61696000000.00,,38615000000.00,,6669000000.00,186071000000.00,16781735000.00
2021-09-30,2021-09-30,2021-10-29,USD,351002000000.00,,,14111000000.00,287912000000.00,63090000000.00,,47493000000.00,57365000000.00,57365000000.00,5562000000.00,43050000000.00,,38762000000.00,34940000000.00,34940000000.00,125481000000.00,7612000000.00,89779000000.00,15613000000.00,15613000000.00,124719000000.00,163000000.00,39440000000.00,134836000000.00,127877000000.00,63090000000.00,27699000000.00,51506000000.00,109106000000.00,6580000000.00,54763000000.00,,,,163000000.00,,57365000000.00,,5562000000.00,,,48849000000.00,,216166000000.00,,109106000000.00,28636000000.00,162431000000.00,,,,57364835730.00,351002000000.00,62639000000.00,,39440000000.00,,9355000000.00,187809000000.00,16635097000.00
2021-12-31,2021-12-31,2022-01-28,USD,381191000000.00,,,18112000000.00,309259000000.00,71932000000.00,,7926000000.00,58424000000.00,58424000000.00,14435000000.00,55056000000.00,,50109000000.00,37119000000.00,37119000000.00,147574000000.00,7876000000.00,85679000000.00,16169000000.00,16169000000.00,122798000000.00,-927000000.00,39245000000.00,153154000000.00,138683000000.00,71932000000.00,26794000000.00,65253000000.00,106629000000.00,5876000000.00,74362000000.00,,,,-927000000.00,,58424000000.00,,14435000000.00,,,50109000000.00,,228037000000.00,,106629000000.00,55056000000.00,161685000000.00,,,,58423836590.00,381191000000.00,63913000000.00,,39245000000.00,,5580000000.00,194730000000.00,16519291000.00
2022-03-31,2022-03-31,2022-04-29,USD,350662000000.00,,,15809000000.00,283263000000.00,67399000000.00,,50248000000.00,61181000000.00,61181000000.00,12712000000.00,52432000000.00,,51959000000.00,28098000000.00,28098000000.00,127508000000.00,7920000000.00,91883000000.00,16658000000.00,16658000000.00,119981000000.00,-6494000000.00,39304000000.00,118180000000.00,141219000000.00,67399000000.00,23413000000.00,45400000000.00,103323000000.00,5460000000.00,52682000000.00,,,,-6494000000.00,,61181000000.00,,12712000000.00,,,51959000000.00,,232482000000.00,,103323000000.00,52432000000.00,155755000000.00,,,,61180837920.00,350662000000.00,51511000000.00,,39304000000.00,,-9328000000.00,187380000000.00,16519291000.00
2022-06-30,2022-06-30,2022-07-29,USD,336309000000.00,,,16386000000.00,278202000000.00,58107000000.00,,48811000000.00,62115000000.00,62115000000.00,5289000000.00,53629000000.00,,52605000000.00,27502000000.00,27502000000.00,129873000000.00,7728000000.00,92189000000.00,24991000000.00,24991000000.00,119691000000.00,-9297000000.00,40335000000.00,112292000000.00,131077000000.00,58107000000.00,20729000000.00,42242000000.00,94700000000.00,5433000000.00,48343000000.00,,,,-9297000000.00,,62115000000.00,,5289000000.00,,,52605000000.00,,224017000000.00,,94700000000.00,53629000000.00,148329000000.00,,,,62114839050.00,336309000000.00,48231000000.00,,40335000000.00,,-17581000000.00,177798000000.00,16262203000.00
2022-09-30,2022-09-30,2022-10-28,USD,352755000000.00,,,21223000000.00,302083000000.00,50672000000.00,,60845000000.00,64849000000.00,64849000000.00,-3068000000.00,49142000000.00,,54428000000.00,23646000000.00,23646000000.00,153982000000.00,7912000000.00,96423000000.00,21110000000.00,21110000000.00,120069000000.00,-11109000000.00,42117000000.00,135405000000.00,120805000000.00,50672000000.00,24658000000.00,60932000000.00,98959000000.00,4946000000.00,64115000000.00,,,,-11109000000.00,,64849000000.00,,-3068000000.00,,,54428000000.00,,217350000000.00,,98959000000.00,49142000000.00,148101000000.00,,,,64848840570.00,352755000000.00,48304000000.00,114457000000.00,42117000000.00,72340000000.00,-18577000000.00,170741000000.00,16118465000.00
2022-12-31,2022-12-31,2023-02-03,USD,346747000000.00,,,16422000000.00,290020000000.00,56727000000.00,,59893000000.00,66399000000.00,66399000000.00,3240000000.00,53107000000.00,,60924000000.00,20535000000.00,20535000000.00,137286000000.00,7992000000.00,90575000000.00,11483000000.00,11483000000.00,111110000000.00,-12912000000.00,42951000000.00,128777000000.00,114095000000.00,56727000000.00,30820000000.00,54180000000.00,99627000000.00,6820000000.00,57918000000.00,,,,-12912000000.00,,66399000000.00,,3240000000.00,,,60924000000.00,,217970000000.00,,99627000000.00,53107000000.00,152734000000.00,,,,66240575930.00,346747000000.00,51355000000.00,110995000000.00,42951000000.00,68044000000.00,-8509000000.00,167837000000.00,15955718000.00
2023-03-31,2023-03-31,2023-05-05,USD,332160000000.00,,,13660000000.00,270002000000.00,62158000000.00,,56425000000.00,69568000000.00,69568000000.00,4336000000.00,,,65388000000.00,24687000000.00,24687000000.00,120075000000.00,8131000000.00,84928000000.00,12574000000.00,12574000000.00,109615000000.00,-11746000000.00,43398000000.00,112913000000.00,110461000000.00,62158000000.00,31185000000.00,35899000000.00,97041000000.00,7482000000.00,42945000000.00,,,,-11746000000.00,,69568000000.00,,4336000000.00,,,65388000000.00,,219247000000.00,,97041000000.00,52886000000.00,149927000000.00,,,,69567842770.00,332160000000.00,55872000000.00,113066000000.00,43398000000.00,69668000000.00,-7162000000.00,171773000000.00,15847050000.00
2023-06-30,2023-06-30,2023-08-04,USD,335038000000.00,,,13640000000.00,274764000000.00,60274000000.00,,58897000000.00,70667000000.00,70667000000.00,1408000000.00,51730000000.00,,64768000000.00,28408000000.00,28408000000.00,124963000000.00,8158000000.00,80872000000.00,11209000000.00,11209000000.00,109280000000.00,-11801000000.00,43550000000.00,122659000000.00,104061000000.00,60274000000.00,34074000000.00,39186000000.00,98071000000.00,7351000000.00,46699000000.00,,,,-11801000000.00,,70667000000.00,,1408000000.00,,,64768000000.00,,212379000000.00,,98071000000.00,51730000000.00,149801000000.00,,,,70666843520.00,335038000000.00,62482000000.00,114337000000.00,43550000000.00,70787000000.00,-2304000000.00,169554000000.00,15775021000.00
2023-09-30,2023-09-30,2023-11-03,USD,352583000000.00,,,14695000000.00,290437000000.00,62146000000.00,,48435000000.00,73812000000.00,73812000000.00,-214000000.00,,,64758000000.00,29965000000.00,29965000000.00,145308000000.00,8061000000.00,93965000000.00,17382000000.00,15807000000.00,123930000000.00,-11452000000.00,43715000000.00,143566000000.00,100544000000.00,,31590000000.00,60985000000.00,95281000000.00,6331000000.00,62611000000.00,,,,-11452000000.00,,,,,,,36245000000.00,,209017000000.00,12842000000.00,95281000000.00,49848000000.00,145129000000.00,,,,73811844500.00,352583000000.00,61555000000.00,114599000000.00,54376000000.00,,-1742000000.00,173234000000.00,15672400000.00
2023-12-31,2023-12-31,2024-02-02,USD,353514000000.00,,,13979000000.00,279414000000.00,74100000000.00,,54611000000.00,75236000000.00,75236000000.00,8242000000.00,,,,40760000000.00,,133973000000.00,8264000000.00,67280000000.00,12952000000.00,12952000000.00,108040000000.00,-9378000000.00,,143692000000.00,99475000000.00,,32340000000.00,50102000000.00,95088000000.00,6511000000.00,58146000000.00,,,,-9378000000.00,,,,,,,66681000000.00,,209822000000.00,,,50353000000.00,145441000000.00,,,,,353514000000.00,73100000000.00,116176000000.00,43666000000.00,,9719000000.00,182140000000.00,15576641000.00
2024-03-31,2024-03-31,2024-05-03,USD,337411000000.00,,,13884000000.00,263217000000.00,74194000000.00,,57298000000.00,78815000000.00,78815000000.00,4339000000.00,,,,32695000000.00,,123822000000.00,8012000000.00,71895000000.00,12759000000.00,12759000000.00,104590000000.00,-8960000000.00,,128416000000.00,95187000000.00,,34455000000.00,41150000000.00,91831000000.00,6232000000.00,45753000000.00,,,,-8960000000.00,,,,,,,70262000000.00,,208995000000.00,,,47564000000.00,139395000000.00,,,,,337411000000.00,67150000000.00,115243000000.00,43546000000.00,,4594000000.00,178784000000.00,15464709000.00
2024-06-30,2024-06-30,2024-08-02,USD,331612000000.00,,,14297000000.00,264904000000.00,66708000000.00,,60889000000.00,79850000000.00,79850000000.00,-4726000000.00,,,,25565000000.00,,131624000000.00,8053000000.00,75739000000.00,15108000000.00,15108000000.00,101304000000.00,-8416000000.00,,125435000000.00,91240000000.00,,36236000000.00,43172000000.00,86196000000.00,6165000000.00,47574000000.00,,,,-8416000000.00,,,,,,,70435000000.00,,206177000000.00,,,47084000000.00,133280000000.00,,,,,331612000000.00,61801000000.00,117129000000.00,44502000000.00,,-6189000000.00,168012000000.00,15348175000.00
2024-09-30,2024-09-30,2024-11-01,USD,364980000000.00,,,14287000000.00,308030000000.00,56950000000.00,,50071000000.00,83276000000.00,83276000000.00,-19154000000.00,,,,29943000000.00,,176392000000.00,8249000000.00,76686000000.00,22511000000.00,20879000000.00,106629000000.00,,,152987000000.00,91479000000.00,,35228000000.00,66243000000.00,85750000000.00,7286000000.00,68960000000.00,,,,-7172000000.00,,,,,,,55335000000.00,,211993000000.00,,,36634000000.00,131638000000.00,,,,,364980000000.00,65171000000.00,119128000000.00,45680000000.00,,-23405000000.00,163579000000.00,15408095000.00
2024-12-31,2024-12-31,2025-01-31,USD,344085000000.00,,,13248000000.00,277327000000.00,66758000000.00,,61151000000.00,84768000000.00,84768000000.00,-11221000000.00,,,,30299000000.00,,144365000000.00,8461000000.00,66500000000.00,12843000000.00,12843000000.00,96799000000.00,,,133240000000.00,87593000000.00,,23476000000.00,59306000000.00,83956000000.00,6911000000.00,61910000000.00,,,,-6789000000.00,,,,,,,77183000000.00,,210845000000.00,,,49006000000.00,132962000000.00,,,,,344085000000.00,53775000000.00,120615000000.00,46069000000.00,,-11125000000.00,163557000000.00,15150865000.00
2025-03-31,2025-03-31,2025-05-02,USD,331233000000.00,,,14109000000.00,264437000000.00,66796000000.00,,61849000000.00,88711000000.00,88711000000.00,-15552000000.00,,,,28162000000.00,,144571000000.00,8976000000.00,70024000000.00,19620000000.00,19620000000.00,98186000000.00,,,118674000000.00,84424000000.00,,20336000000.00,49798000000.00,78566000000.00,6269000000.00,54126000000.00,,,,-6363000000.00,,,,,,,81259000000.00,,212559000000.00,,,41300000000.00,119866000000.00,,,,,331233000000.00,48498000000.00,121179000000.00,46876000000.00,,-25897000000.00,164982000000.00,15056133000.00
